P_Arr_LU1,P_Arr_LU2,P_Arr_LU3,Lon,Lat,P_Arrival_code
0.4843657,0.1348693,0.380765,126.9075,37.59316,1138063200
0.8558957,0.1266465,0.01745777,126.94,37.49824,1159056000
0.580059,0.1836371,0.2363039,126.8595,37.53429,1150057000
0.5260452,0.3841627,0.08979213,126.8529,37.50495,1153073000
0.4340961,0.270249,0.2956549,126.9028,37.46909,1154564000
0.4610155,0.210659,0.3283255,126.9321,37.49013,1162052500
0.4610155,0.210659,0.3283255,126.9602,37.48092,1162057500
0.423445,0.1975276,0.3790274,126.9088,37.45047,1154571000
0.5277325,0.2808022,0.1914653,126.8334,37.52104,1147061100
0.5277325,0.2808022,0.1914653,126.8304,37.53942,1147060000
0.4610155,0.210659,0.3283255,126.9592,37.48956,1162054500
0.5334924,0.110521,0.3559865,127.1497,37.49972,1171055000
0.6926763,0.3073237,0,126.9139,37.49982,1156068000
0.5244696,0.1462815,0.329249,127.1365,37.47788,1171064700
